vehicle_name,wealth_quintile,value
bouillon,lowest,0.5192107995846313
bouillon,second,0.5840978593272171
bouillon,middle,0.6381048387096774
bouillon,fourth,0.6693711967545639
bouillon,highest,0.6997971602434078
