sex,age_start,age_end,pregnant,wealth_quintile,value
Female,0.0,0.01917808,not_pregnant,lowest,49649.70049729176
Female,0.0,0.01917808,not_pregnant,second,43575.62214406834
Female,0.0,0.01917808,not_pregnant,middle,38689.356749938896
Female,0.0,0.01917808,not_pregnant,fourth,36440.83393490869
Female,0.0,0.01917808,not_pregnant,highest,29202.585338427823
Female,0.01917808,0.07671233,not_pregnant,lowest,147575.8201618434
Female,0.01917808,0.07671233,not_pregnant,second,129521.590514413
Female,0.01917808,0.07671233,not_pregnant,middle,114997.94554083618
Female,0.01917808,0.07671233,not_pregnant,fourth,108314.56990599625
Female,0.01917808,0.07671233,not_pregnant,highest,86800.029788695
Female,0.07671233,0.5,not_pregnant,lowest,1087382.5927478005
Female,0.07671233,0.5,not_pregnant,second,954353.6519459995
Female,0.07671233,0.5,not_pregnant,middle,847339.1104703234
Female,0.07671233,0.5,not_pregnant,fourth,798094.0084058407
Female,0.07671233,0.5,not_pregnant,highest,639568.469541335
Female,0.5,1.0,not_pregnant,lowest,1278074.219616541
Female,0.5,1.0,not_pregnant,second,1121716.3186940732
Female,0.5,1.0,not_pregnant,middle,995934.8987078249
Female,0.5,1.0,not_pregnant,fourth,938053.8034881975
Female,0.5,1.0,not_pregnant,highest,751728.0284345812
Female,1.0,2.0,not_pregnant,lowest,2601933.285580524
Female,1.0,2.0,not_pregnant,second,2283616.2265010187
Female,1.0,2.0,not_pregnant,middle,2027547.4799864425
Female,1.0,2.0,not_pregnant,fourth,1909711.797248871
Female,1.0,2.0,not_pregnant,highest,1530385.4415235755
Female,2.0,5.0,not_pregnant,lowest,8153176.730422723
Female,2.0,5.0,not_pregnant,second,7155727.928269991
Female,2.0,5.0,not_pregnant,middle,6353334.662831077
Female,2.0,5.0,not_pregnant,fourth,5984095.700466564
Female,2.0,5.0,not_pregnant,highest,4795473.826925518
Female,5.0,10.0,not_pregnant,lowest,15766319.42924155
Female,5.0,10.0,not_pregnant,second,12860829.018293211
