sex,age_start,age_end,pregnant,wealth_quintile,value
Female,0.0,0.01917808,not_pregnant,lowest,7729.330504057308
Female,0.0,0.01917808,not_pregnant,second,7026.085890090501
Female,0.0,0.01917808,not_pregnant,middle,6642.401600513186
Female,0.0,0.01917808,not_pregnant,fourth,5956.884778608226
Female,0.0,0.01917808,not_pregnant,highest,4774.75858850699
Female,0.01917808,0.07671233,not_pregnant,lowest,22941.91171436509
Female,0.01917808,0.07671233,not_pregnant,second,20854.567171553754
Female,0.01917808,0.07671233,not_pregnant,middle,19715.729714279667
Female,0.01917808,0.07671233,not_pregnant,fourth,17681.004145409217
Female,0.01917808,0.07671233,not_pregnant,highest,14172.26109524397
Female,0.07671233,0.5,not_pregnant,lowest,167655.55400119862
Female,0.07671233,0.5,not_pregnant,second,152401.59826841246
Female,0.07671233,0.5,not_pregnant,middle,144079.16955393655
Female,0.07671233,0.5,not_pregnant,fourth,129209.74425335103
Female,0.07671233,0.5,not_pregnant,highest,103568.45213927799
Female,0.5,1.0,not_pregnant,lowest,194120.04564782415
Female,0.5,1.0,not_pregnant,second,176458.24732089747
Female,0.5,1.0,not_pregnant,middle,166822.12013394322
Female,0.5,1.0,not_pregnant,fourth,149605.55051116808
Female,0.5,1.0,not_pregnant,highest,119916.77088614313
Female,1.0,2.0,not_pregnant,lowest,382249.21267350554
Female,1.0,2.0,not_pregnant,second,347470.68950586667
Female,1.0,2.0,not_pregnant,middle,328495.8225973892
Female,1.0,2.0,not_pregnant,fourth,294594.0163141588
Female,1.0,2.0,not_pregnant,highest,236132.70388745735
Female,2.0,5.0,not_pregnant,lowest,1099478.6907551058
Female,2.0,5.0,not_pregnant,second,999443.8343029291
Female,2.0,5.0,not_pregnant,middle,944865.6660972444
Female,2.0,5.0,not_pregnant,fourth,847352.5454662885
Female,2.0,5.0,not_pregnant,highest,679197.9355531048
Female,5.0,10.0,not_pregnant,lowest,1555410.0518986816
Female,5.0,10.0,not_pregnant,second,1482244.6102353153
Female,5.0,10.0,not_pregnant,middle,1488691.0353127532
Female,5.0,10.0,not_pregnant,fourth,1469866.591643941
Female,5.0,10.0,not_pregnant,highest,1090531.716923053
Female,10.0,15.0,not_pregnant,lowest,1478772.7542987128
Female,10.0,15.0,not_pregnant,second,1409212.2795184804
Female,10.0,15.0,not_pregnant,middle,1415341.0799306333
Female,10.0,15.0,not_pregnant,fourth,1397444.1437636786
Female,10.0,15.0,not_pregnant,highest,1036799.6456727631
Female,15.0,20.0,not_pregnant,lowest,924066.4217415635
Female,15.0,20.0,not_pregnant,second,1041017.5459984393
Female,15.0,20.0,not_pregnant,middle,1080489.2927686132
Female,15.0,20.0,not_pregnant,fourth,1160016.6789360237
Female,15.0,20.0,not_pregnant,highest,1792724.6098883955
Female,15.0,20.0,pregnant,lowest,67406.24761153864
Female,15.0,20.0,pregnant,second,80906.90795100052
