wealth_quintile,entity,scenario,value
lowest,ntd,baseline,2439.661559518462
second,ntd,baseline,2320.6761753302267
middle,ntd,baseline,2112.2211611709936
fourth,ntd,baseline,744.534900129793
highest,ntd,baseline,293.68175446150406
fourth,ntd,intervention_25_nrv,583.5475290555464
highest,ntd,intervention_25_nrv,244.05222553464566
lowest,ntd,intervention_25_nrv,1421.5663365243934
middle,ntd,intervention_25_nrv,1201.7108299325864
second,ntd,intervention_25_nrv,1403.7338108308193
