scenario,wealth_quintile,value
baseline,fourth,0.4744032988297354
baseline,highest,0.39594056470068856
baseline,lowest,0.574289848851886
baseline,middle,0.5152518508598046
baseline,second,0.5461693201946688
intervention,fourth,0.46456477497983184
intervention,highest,0.38528754737278487
intervention,lowest,0.5653172710947441
intervention,middle,0.5062580669040713
intervention,second,0.537938009927011
