vehicle_name,wealth_quintile,sex,value
bouillon,1,Female,0.47543924999999976
bouillon,1,Male,0.47543924999999976
bouillon,2,Female,0.4907759999999999
bouillon,2,Male,0.4907759999999999
bouillon,3,Female,0.49742192499999993
bouillon,3,Male,0.49742192499999993
bouillon,4,Female,0.498444375
bouillon,4,Male,0.498444375
bouillon,5,Female,0.49588825
bouillon,5,Male,0.49588825
