sex,age_start,age_end,wealth_quintile,vehicle_name,value
Female,0,5,1,wheat,16.32937117840892
Female,0,5,2,wheat,21.934976209803033
Female,0,5,3,wheat,23.05609721608185
Female,0,5,4,wheat,24.859639704443435
Female,0,5,5,wheat,25.68829436125821
Female,5,15,1,wheat,20.572092996611865
Female,5,15,2,wheat,27.634154771568184
Female,5,15,3,wheat,29.046567126559438
Female,5,15,4,wheat,31.318708741110605
Female,5,15,5,wheat,32.36266569914762
Female,15,125,1,wheat,24.814814814814813
Female,15,125,2,wheat,33.333333333333336
Female,15,125,3,wheat,35.03703703703703
Female,15,125,4,wheat,37.77777777777778
Female,15,125,5,wheat,39.03703703703703
Male,0,5,1,wheat,18.55678730848301
Male,0,5,2,wheat,24.927027727813
Male,0,5,3,wheat,26.201075811678994
Male,0,5,4,wheat,28.250631424854735
Male,0,5,5,wheat,29.192319139016554
Male,5,15,1,wheat,23.378239740990196
Male,5,15,2,wheat,31.40360562222564
Male,5,15,3,wheat,33.00867879847272
Male,5,15,4,wheat,35.59075303852239
Male,5,15,5,wheat,36.7771114731398
Male,15,125,1,wheat,28.19969217349738
Male,15,125,2,wheat,37.880183516638276
Male,15,125,3,wheat,39.81628178526645
Male,15,125,4,wheat,42.93087465219004
Male,15,125,5,wheat,44.36190380726304
