sex,age_start,age_end,wealth_quintile,value,vehicle_name
Female,0,5,1,0.10844615331842233,rice
Female,0,5,2,0.13991420165776663,rice
Female,0,5,3,0.12592705169136806,rice
Female,0,5,4,0.1124373717811752,rice
Female,0,5,5,0.08198527073086005,rice
Female,5,15,1,0.11326471902469998,rice
Female,5,15,2,0.13930396886712806,rice
Female,5,15,3,0.12490883016320435,rice
Female,5,15,4,0.11268749073323842,rice
Female,5,15,5,0.0793383356249984,rice
Female,15,30,1,0.11447739992865877,rice
Female,15,30,2,0.15029125275002797,rice
Female,15,30,3,0.12909267434104724,rice
Female,15,30,4,0.11495740152061075,rice
Female,15,30,5,0.08627744155120162,rice
Female,30,50,1,0.12531932118785574,rice
Female,30,50,2,0.15204763952014155,rice
Female,30,50,3,0.1294248399056156,rice
Female,30,50,4,0.10823105689870383,rice
Female,30,50,5,0.06687734607176793,rice
Female,50,125,1,0.1677068450159741,rice
Female,50,125,2,0.16938265558332202,rice
Female,50,125,3,0.1366807478091097,rice
Female,50,125,4,0.10627527845336322,rice
Female,50,125,5,0.05822674811386002,rice
Male,0,5,1,0.10721712386055621,rice
Male,0,5,2,0.13946562699949347,rice
Male,0,5,3,0.11943234906794556,rice
Male,0,5,4,0.1198719336951144,rice
Male,0,5,5,0.08307832401549024,rice
Male,5,15,1,0.11540097414498499,rice
Male,5,15,2,0.14348231916603169,rice
Male,5,15,3,0.12795590622245978,rice
Male,5,15,4,0.11249602235672122,rice
Male,5,15,5,0.07846583650621074,rice
Male,15,30,1,0.1231621648421065,rice
Male,15,30,2,0.15015416418023675,rice
Male,15,30,3,0.1365334841556852,rice
Male,15,30,4,0.1280040290306844,rice
Male,15,30,5,0.09073275371487724,rice
Male,30,50,1,0.12062330125147662,rice
Male,30,50,2,0.14730664583364567,rice
Male,30,50,3,0.12665966598754666,rice
Male,30,50,4,0.10686330163183791,rice
Male,30,50,5,0.06884722491462104,rice
Male,50,125,1,0.1514998695837169,rice
Male,50,125,2,0.15596236315459547,rice
Male,50,125,3,0.12806559299791298,rice
Male,50,125,4,0.10684049856961125,rice
Male,50,125,5,0.06086366861588277,rice
