scenario,wealth_quintile,value
baseline,fourth,20232439.644641798
baseline,highest,16252177.52164648
baseline,lowest,25700944.371237855
baseline,middle,21163035.90408313
baseline,second,23323341.47390844
intervention,fourth,19886556.096634302
intervention,highest,16019418.525382098
intervention,lowest,24973581.546305355
intervention,middle,20745048.199508473
intervention,second,22746509.52729062
