scenario,wealth_quintile,value
baseline,1,5943033.361240598
baseline,2,5047139.649445263
baseline,3,4535062.9567252295
baseline,4,4085119.1711624097
baseline,5,3715307.037213494
intervention,1,5943033.361240598
intervention,2,5047139.649445263
intervention,3,4535062.9567252295
intervention,4,4085119.1711624097
intervention,5,3715307.037213494
zero,1,6056561.99351707
zero,2,5132795.0536682885
zero,3,4603060.971989882
zero,4,4143959.549376771
zero,5,3747214.466610681
