scenario,wealth_quintile,value
baseline,1,0.5732710648561037
baseline,2,0.5447888901453085
baseline,3,0.5158559957273285
baseline,4,0.4746199192961568
baseline,5,0.3964070439680186
intervention,1,0.5732710648561037
intervention,2,0.5447888901453085
intervention,3,0.5158559957273285
intervention,4,0.4746199192961568
intervention,5,0.3964070439680186
zero,1,0.6142726101284061
zero,2,0.582290559918256
zero,3,0.549938299629893
zero,4,0.5062447453459947
zero,5,0.41538947960630956
