vehicle_name,wealth_quintile,sex,value,age_start,age_end
salt,fourth,female,0.97,15,50
salt,highest,female,0.97,15,50
salt,lowest,female,0.97,15,50
salt,middle,female,0.97,15,50
salt,second,female,0.97,15,50
