wealth_quintile,entity,scenario,value
1,ntd,baseline,4758.801348197649
2,ntd,baseline,4866.170569487376
3,ntd,baseline,4405.223395329747
4,ntd,baseline,3904.7840938011823
5,ntd,baseline,3429.6444363696223
1,ntd,intervention,1989.461540586736
2,ntd,intervention,2148.8034746226213
3,ntd,intervention,2319.4875723326213
4,ntd,intervention,2280.2683338766665
5,ntd,intervention,2087.5521748892024
