scenario,wealth_quintile,value
baseline,fourth,0.0
baseline,highest,0.0
baseline,lowest,0.0
baseline,middle,0.0
baseline,second,0.0
intervention_25_nrv,fourth,0.0
intervention_25_nrv,highest,0.0
intervention_25_nrv,lowest,0.0
intervention_25_nrv,middle,0.0
intervention_25_nrv,second,0.0
