vehicle_name,wealth_quintile,sex,value
bouillon,lowest,Female,0.6180685358255453
bouillon,second,Female,0.6262996941896025
bouillon,middle,Female,0.627741935483871
bouillon,fourth,Female,0.6328600405679514
bouillon,highest,Female,0.6296146044624747
bouillon,lowest,Male,0.6180685358255453
bouillon,second,Male,0.6262996941896025
bouillon,middle,Male,0.627741935483871
bouillon,fourth,Male,0.6328600405679514
bouillon,highest,Male,0.6296146044624747
