sex,age_start,age_end,wealth_quintile,value,vehicle_name
Female,0,5,1,116.76866664107301,rice
Female,0,5,2,112.90730647980376,rice
Female,0,5,3,100.71280808006813,rice
Female,0,5,4,100.89592367353926,rice
Female,0,5,5,94.63483504966707,rice
Female,5,15,1,118.09565568796604,rice
Female,5,15,2,111.68652628984366,rice
Female,5,15,3,99.99101341353737,rice
Female,5,15,4,103.28268818971021,rice
Female,5,15,5,101.34349486278202,rice
Female,15,30,1,116.89082425270186,rice
Female,15,30,2,113.88412334885345,rice
Female,15,30,3,101.78603225976089,rice
Female,15,30,4,103.48065047411788,rice
Female,15,30,5,101.52422528752341,rice
Female,30,50,1,119.68979839896771,rice
Female,30,50,2,115.64206917842058,rice
Female,30,50,3,105.30129869791551,rice
Female,30,50,4,107.30782993592504,rice
Female,30,50,5,103.10628550078219,rice
Female,50,125,1,123.25954117595425,rice
Female,50,125,2,118.03322034594272,rice
Female,50,125,3,109.93358858719229,rice
Female,50,125,4,104.64863628463401,rice
Female,50,125,5,99.79713196480597,rice
Male,0,5,1,117.95208991015468,rice
Male,0,5,2,110.80522156867606,rice
Male,0,5,3,98.21863895034669,rice
Male,0,5,4,101.53375768803222,rice
Male,0,5,5,92.54421578126474,rice
Male,5,15,1,117.65825341662075,rice
Male,5,15,2,111.22889763437273,rice
Male,5,15,3,99.05202451558237,rice
Male,5,15,4,104.53100272331733,rice
Male,5,15,5,100.54633805201996,rice
Male,15,30,1,118.14949159149148,rice
Male,15,30,2,117.9667460232014,rice
Male,15,30,3,104.10327751921835,rice
Male,15,30,4,105.52254131796268,rice
Male,15,30,5,102.31369735089524,rice
Male,30,50,1,120.36229127360086,rice
Male,30,50,2,116.85940004975348,rice
Male,30,50,3,105.36489357378,rice
Male,30,50,4,108.03378256679403,rice
Male,30,50,5,102.7157123668391,rice
Male,50,125,1,123.09388192255051,rice
Male,50,125,2,117.77092703393737,rice
Male,50,125,3,107.5418653712197,rice
Male,50,125,4,106.58843130270563,rice
Male,50,125,5,101.21125869569372,rice
