vehicle_name,wealth_quintile,value
bouillon,fourth,0.5354969574036511
bouillon,highest,0.5598377281947262
bouillon,lowest,0.4153686396677051
bouillon,middle,0.510483870967742
bouillon,second,0.46727828746177374
