vehicle_name,wealth_quintile,value
bouillon,lowest,0.6180685358255453
bouillon,second,0.6262996941896025
bouillon,middle,0.627741935483871
bouillon,fourth,0.6328600405679514
bouillon,highest,0.6296146044624747
