vehicle_name,wealth_quintile,sex,value,age_start,age_end
salt,fourth,female,2.2,15,50
salt,highest,female,2.2,15,50
salt,lowest,female,2.2,15,50
salt,middle,female,2.2,15,50
salt,second,female,2.2,15,50
