sex,age_start,age_end,wealth_quintile,value,vehicle_name
Female,0.0,5.0,lowest,0.9190758084795846,rice
Female,0.0,5.0,second,0.887756416895987,rice
Female,0.0,5.0,middle,0.8751596756145228,rice
Female,0.0,5.0,fourth,0.8749458571783153,rice
Female,0.0,5.0,highest,0.8792008777423714,rice
Female,5.0,15.0,lowest,0.987435070329484,rice
Female,5.0,15.0,second,0.9712057862344747,rice
Female,5.0,15.0,middle,0.9761081383234316,rice
Female,5.0,15.0,fourth,0.9850061964074986,rice
Female,5.0,15.0,highest,0.9884782457807971,rice
Female,15.0,30.0,lowest,0.9894773163497568,rice
Female,15.0,30.0,second,0.9622837939229291,rice
Female,15.0,30.0,middle,0.9490509288635671,rice
Female,15.0,30.0,fourth,0.983525572640036,rice
Female,15.0,30.0,highest,0.9877305455569012,rice
Female,30.0,50.0,lowest,0.9911692292373272,rice
Female,30.0,50.0,second,0.9805205095814219,rice
Female,30.0,50.0,middle,0.9792612661689188,rice
Female,30.0,50.0,fourth,0.9867770936246377,rice
Female,30.0,50.0,highest,0.988428421254794,rice
Female,50.0,100.0,lowest,0.9872868576809876,rice
Female,50.0,100.0,second,0.9741398816647238,rice
Female,50.0,100.0,middle,0.9765577832576976,rice
Female,50.0,100.0,fourth,0.9856951651230188,rice
Female,50.0,100.0,highest,0.9868899296357757,rice
Male,0.0,5.0,lowest,0.9187709414722113,rice
Male,0.0,5.0,second,0.8844890172230038,rice
Male,0.0,5.0,middle,0.8754667045173095,rice
Male,0.0,5.0,fourth,0.8765350239898996,rice
Male,0.0,5.0,highest,0.8779393630390463,rice
Male,5.0,15.0,lowest,0.9888320748085471,rice
Male,5.0,15.0,second,0.972956715641651,rice
Male,5.0,15.0,middle,0.9733608525155064,rice
Male,5.0,15.0,fourth,0.9842388311345269,rice
Male,5.0,15.0,highest,0.9862660566186391,rice
Male,15.0,30.0,lowest,0.9907538016076662,rice
Male,15.0,30.0,second,0.9586537755343403,rice
Male,15.0,30.0,middle,0.95287851135261,rice
Male,15.0,30.0,fourth,0.9797353768407403,rice
Male,15.0,30.0,highest,0.9879521479674488,rice
Male,30.0,50.0,lowest,0.9910166237680107,rice
Male,30.0,50.0,second,0.9781766297567818,rice
Male,30.0,50.0,middle,0.9755122070535712,rice
Male,30.0,50.0,fourth,0.9843331163322288,rice
Male,30.0,50.0,highest,0.9871830716573841,rice
Male,50.0,100.0,lowest,0.9883315905375123,rice
Male,50.0,100.0,second,0.975913109208082,rice
Male,50.0,100.0,middle,0.9761365580421256,rice
Male,50.0,100.0,fourth,0.9854637041671178,rice
Male,50.0,100.0,highest,0.987380047373318,rice
