vehicle_name,wealth_quintile,sex,value
salt,fourth,Female,1.0
salt,highest,Female,1.0
salt,lowest,Female,1.0
salt,middle,Female,1.0
salt,second,Female,1.0
salt,fourth,Male,1.0
salt,highest,Male,1.0
salt,lowest,Male,1.0
salt,middle,Male,1.0
salt,second,Male,1.0
