vehicle_name,wealth_quintile,value
bouillon,lowest,0.9657320872274144
bouillon,second,0.9785932721712538
bouillon,middle,0.9808467741935484
bouillon,fourth,0.9888438133874239
bouillon,highest,0.9837728194726166
