scenario,wealth_quintile,value
zero,1,4684.597214204819
zero,2,4138.352740079671
zero,3,3715.268142871963
zero,4,3503.314763237015
zero,5,2983.6261237209
baseline,1,4354.336021179954
baseline,2,3889.504137138829
baseline,3,3526.3349792130552
baseline,4,3348.4593988898823
baseline,5,2924.5737286929
intervention,1,1824.6621900966927
intervention,2,1794.5396507616292
intervention,3,1688.3335269374356
intervention,4,1622.849861651767
intervention,5,1689.3778310281411
