sex,age_start,age_end,pregnant,wealth_quintile,value
Female,0,5,not_pregnant,1,14.697788562411402
Female,0,5,not_pregnant,2,14.743957876071839
Female,0,5,not_pregnant,3,15.145306465053036
Female,0,5,not_pregnant,4,15.14532744225549
Female,0,5,not_pregnant,5,14.59200749753592
Male,0,5,not_pregnant,1,14.808157503121974
Male,0,5,not_pregnant,2,15.071596000454232
Male,0,5,not_pregnant,3,15.340462322596085
Male,0,5,not_pregnant,4,15.281601144959549
Male,0,5,not_pregnant,5,15.014856379992386
Female,5,15,not_pregnant,1,15.416514597295368
Female,5,15,not_pregnant,2,15.512596204726897
Female,5,15,not_pregnant,3,15.85243768654435
Female,5,15,not_pregnant,4,15.705856653684052
Female,5,15,not_pregnant,5,15.065102996150397
Male,5,15,not_pregnant,1,15.471699067650654
Male,5,15,not_pregnant,2,15.676415266918093
Male,5,15,not_pregnant,3,15.950015615315875
Male,5,15,not_pregnant,4,15.77399350503608
Male,5,15,not_pregnant,5,15.27652743737863
Female,15,125,not_pregnant,1,16.135240632179336
Female,15,125,pregnant,1,16.02594848100656
Female,15,125,not_pregnant,2,16.281234533381955
Female,15,125,pregnant,2,16.209311837074104
Female,15,125,not_pregnant,3,16.559568908035665
Female,15,125,pregnant,3,15.571656002948451
Female,15,125,not_pregnant,4,16.26638586511261
Female,15,125,pregnant,4,15.55933865818855
Female,15,125,not_pregnant,5,15.538198494764876
Female,15,125,pregnant,5,14.858555328068496
Male,15,125,not_pregnant,1,16.135240632179336
Male,15,125,not_pregnant,2,16.281234533381955
Male,15,125,not_pregnant,3,16.559568908035665
Male,15,125,not_pregnant,4,16.26638586511261
Male,15,125,not_pregnant,5,15.538198494764876
