sex,age_start,age_end,pregnant,wealth_quintile,value
Female,0,5,not_pregnant,1,19.057214131768838
Female,0,5,not_pregnant,2,16.388767352712538
Female,0,5,not_pregnant,3,15.798271740803104
Female,0,5,not_pregnant,4,14.667367804840206
Female,0,5,not_pregnant,5,14.279930614681488
Male,0,5,not_pregnant,1,18.53559218609163
Male,0,5,not_pregnant,2,16.208981495902893
Male,0,5,not_pregnant,3,14.81785926312464
Male,0,5,not_pregnant,4,17.780204359349682
Male,0,5,not_pregnant,5,15.043161472501069
Female,5,15,not_pregnant,1,19.554483117313644
Female,5,15,not_pregnant,2,16.721485905310484
Female,5,15,not_pregnant,3,16.180861275098597
Female,5,15,not_pregnant,4,15.320580562849745
Female,5,15,not_pregnant,5,14.637155215000817
Male,5,15,not_pregnant,1,19.293672144475043
Male,5,15,not_pregnant,2,16.63159297690566
Male,5,15,not_pregnant,3,15.690655036259365
Male,5,15,not_pregnant,4,16.876998840104484
Male,5,15,not_pregnant,5,15.018770643910608
Female,15,125,not_pregnant,1,20.051752102858455
Female,15,125,pregnant,1,22.15556432195653
Female,15,125,not_pregnant,2,17.05420445790843
Female,15,125,pregnant,2,19.180830852802437
Female,15,125,not_pregnant,3,16.563450809394087
Female,15,125,pregnant,3,14.629154654684939
Female,15,125,not_pregnant,4,15.973793320859286
Female,15,125,pregnant,4,15.836060386575252
Female,15,125,not_pregnant,5,14.994379815320148
Female,15,125,pregnant,5,15.73189768997079
Male,15,125,not_pregnant,1,20.051752102858455
Male,15,125,not_pregnant,2,17.05420445790843
Male,15,125,not_pregnant,3,16.563450809394087
Male,15,125,not_pregnant,4,15.973793320859286
Male,15,125,not_pregnant,5,14.994379815320148
