sex,age_start,age_end,wealth_quintile,value,vehicle_name
Female,0,5,1,0.17333088625534415,rice
Female,0,5,2,0.19850820943443953,rice
Female,0,5,3,0.20047806232274865,rice
Female,0,5,4,0.1466024189071953,rice
Female,0,5,5,0.07328811398689389,rice
Female,5,15,1,0.19121076192590103,rice
Female,5,15,2,0.21678719671035213,rice
Female,5,15,3,0.1991385649222226,rice
Female,5,15,4,0.15648009024470255,rice
Female,5,15,5,0.0819897512994271,rice
Female,15,30,1,0.17903213665006368,rice
Female,15,30,2,0.21634318247887882,rice
Female,15,30,3,0.1967782253766769,rice
Female,15,30,4,0.161062021645056,rice
Female,15,30,5,0.08676536726015126,rice
Female,30,50,1,0.19446794844329512,rice
Female,30,50,2,0.2253264289485115,rice
Female,30,50,3,0.2023367945281485,rice
Female,30,50,4,0.1552950942888299,rice
Female,30,50,5,0.0756622199778498,rice
Female,50,125,1,0.23607698601696928,rice
Female,50,125,2,0.2389674525871188,rice
Female,50,125,3,0.20995681785557868,rice
Female,50,125,4,0.15942779985445435,rice
Female,50,125,5,0.06947448184342771,rice
Male,0,5,1,0.17847476701462434,rice
Male,0,5,2,0.21103784009477614,rice
Male,0,5,3,0.1947582467694161,rice
Male,0,5,4,0.1472119994339177,rice
Male,0,5,5,0.08004886133339248,rice
Male,5,15,1,0.19433013404650742,rice
Male,5,15,2,0.22157825115269758,rice
Male,5,15,3,0.2012640784018632,rice
Male,5,15,4,0.16004811367768862,rice
Male,5,15,5,0.08210215401934977,rice
Male,15,30,1,0.19443661867565673,rice
Male,15,30,2,0.22073085046239896,rice
Male,15,30,3,0.20339257434303615,rice
Male,15,30,4,0.1681071555682756,rice
Male,15,30,5,0.08909935779524152,rice
Male,30,50,1,0.18523943576325855,rice
Male,30,50,2,0.21771141931367952,rice
Male,30,50,3,0.19198484439980348,rice
Male,30,50,4,0.15070632840549705,rice
Male,30,50,5,0.07443430167081841,rice
Male,50,125,1,0.22056056712660535,rice
Male,50,125,2,0.22479453256002885,rice
Male,50,125,3,0.19801206769229426,rice
Male,50,125,4,0.15387412242478707,rice
Male,50,125,5,0.06982811825385137,rice
