vehicle_name,wealth_quintile,sex,value
salt,1,Female,0.6400000000000001
salt,2,Female,0.6400000000000001
salt,3,Female,0.6400000000000001
salt,4,Female,0.6400000000000001
salt,5,Female,0.6400000000000001
salt,1,Male,0.6400000000000001
salt,2,Male,0.6400000000000001
salt,3,Male,0.6400000000000001
salt,4,Male,0.6400000000000001
salt,5,Male,0.6400000000000001
