sex,age_start,age_end,wealth_quintile,vehicle_name,value
Female,0,5,1,salt,0.8014614357492663
Female,0,5,2,salt,0.8014614357492663
Female,0,5,3,salt,0.8014614357492663
Female,0,5,4,salt,0.8014614357492663
Female,0,5,5,salt,0.8014614357492663
Female,5,15,1,salt,1.005730717874633
Female,5,15,2,salt,1.005730717874633
Female,5,15,3,salt,1.005730717874633
Female,5,15,4,salt,1.005730717874633
Female,5,15,5,salt,1.005730717874633
Female,15,125,1,salt,1.21
Female,15,125,2,salt,1.21
Female,15,125,3,salt,1.21
Female,15,125,4,salt,1.21
Female,15,125,5,salt,1.21
Male,0,5,1,salt,0.7999551995471337
Male,0,5,2,salt,0.7999551995471337
Male,0,5,3,salt,0.7999551995471337
Male,0,5,4,salt,0.7999551995471337
Male,0,5,5,salt,0.7999551995471337
Male,5,15,1,salt,1.0038405857369046
Male,5,15,2,salt,1.0038405857369046
Male,5,15,3,salt,1.0038405857369046
Male,5,15,4,salt,1.0038405857369046
Male,5,15,5,salt,1.0038405857369046
Male,15,125,1,salt,1.2077259719266757
Male,15,125,2,salt,1.2077259719266757
Male,15,125,3,salt,1.2077259719266757
Male,15,125,4,salt,1.2077259719266757
Male,15,125,5,salt,1.2077259719266757
