sex,age_start,age_end,wealth_quintile,value,vehicle_name
Female,0,5,1,0.5297051143510921,rice
Female,0,5,2,0.5390715829991908,rice
Female,0,5,3,0.5340427121574397,rice
Female,0,5,4,0.5045895477251694,rice
Female,0,5,5,0.47209674437675736,rice
Female,5,15,1,0.5612470171113524,rice
Female,5,15,2,0.5597408724285531,rice
Female,5,15,3,0.5537404854197877,rice
Female,5,15,4,0.5309979031302658,rice
Female,5,15,5,0.4833570845833232,rice
Female,15,30,1,0.5328703507953534,rice
Female,15,30,2,0.5494227637715334,rice
Female,15,30,3,0.550595817084733,rice
Female,15,30,4,0.5201814693748975,rice
Female,15,30,5,0.49097987533442067,rice
Female,30,50,1,0.5343983309300485,rice
Female,30,50,2,0.5508014693199565,rice
Female,30,50,3,0.5423537035192094,rice
Female,30,50,4,0.5143858739779349,rice
Female,30,50,5,0.47362015695386317,rice
Female,50,125,1,0.5310545806536752,rice
Female,50,125,2,0.5476978409716113,rice
Female,50,125,3,0.5330695271586217,rice
Female,50,125,4,0.5102295315477741,rice
Female,50,125,5,0.45908703655993965,rice
Male,0,5,1,0.5309034821789037,rice
Male,0,5,2,0.5476387439619719,rice
Male,0,5,3,0.5451743876449487,rice
Male,0,5,4,0.5114840794312706,rice
Male,0,5,5,0.4651191789709323,rice
Male,5,15,1,0.5610326177578391,rice
Male,5,15,2,0.567747625739065,rice
Male,5,15,3,0.5569042287156513,rice
Male,5,15,4,0.5324346268510396,rice
Male,5,15,5,0.4728381459140266,rice
Male,15,30,1,0.5381020535485289,rice
Male,15,30,2,0.5577042657601227,rice
Male,15,30,3,0.5568790328870185,rice
Male,15,30,4,0.5309058896147894,rice
Male,15,30,5,0.49498025209714297,rice
Male,30,50,1,0.5332307227168088,rice
Male,30,50,2,0.5491418163845978,rice
Male,30,50,3,0.5420872034001853,rice
Male,30,50,4,0.5155112946774717,rice
Male,30,50,5,0.48053034464348493,rice
Male,50,125,1,0.5315093931579551,rice
Male,50,125,2,0.5455601174783367,rice
Male,50,125,3,0.5338080573091495,rice
Male,50,125,4,0.5118016049219364,rice
Male,50,125,5,0.4622832686546304,rice
