scenario,wealth_quintile,value
baseline,1,0.5909925589481593
baseline,2,0.6089002380447621
baseline,3,0.551666961639529
baseline,4,0.4775538231188806
baseline,5,0.4480582641077959
intervention,1,0.4994325904234674
intervention,2,0.5215104663463678
intervention,3,0.46245554422626084
intervention,4,0.3969914901811577
intervention,5,0.3625292900552446
zero,1,0.5909925589481593
zero,2,0.6089002380447621
zero,3,0.551666961639529
zero,4,0.4775538231188806
zero,5,0.4480582641077959
