scenario,wealth_quintile,value
baseline,1,205054.6892807224
baseline,2,207305.28823611676
baseline,3,172634.61520918683
baseline,4,138538.51808137316
baseline,5,120916.42366991752
intervention,1,204222.50831982528
intervention,2,206618.34140470103
intervention,3,172240.25684300374
intervention,4,138292.57415407617
intervention,5,120754.2278902777
zero,1,205054.6892807224
zero,2,207305.28823611676
zero,3,172634.61520918683
zero,4,138538.51808137316
zero,5,120916.42366991752
