scenario,wealth_quintile,value
baseline,1,25699987.56061059
baseline,2,23322467.60095111
baseline,3,21162807.846375167
baseline,4,20232379.41165718
baseline,5,16252582.504079359
intervention,1,22482991.343372226
intervention,2,20041854.35671859
intervention,3,17918496.426696584
intervention,4,16946598.846286308
intervention,5,13244236.221796444
zero,1,25699987.56061059
zero,2,23322467.60095111
zero,3,21162807.846375167
zero,4,20232379.41165718
zero,5,16252582.504079359
