scenario,wealth_quintile,value
baseline,1,1959206.361225823
baseline,2,2033978.1299748037
baseline,3,1664123.9129662972
baseline,4,1291512.272887179
baseline,5,1133183.1612673146
intervention,1,1890818.026885309
intervention,2,1961215.0378780302
intervention,3,1609959.639480801
intervention,4,1255349.729863439
intervention,5,1100016.6644645277
zero,1,1959206.361225823
zero,2,2033978.1299748037
zero,3,1664123.9129662972
zero,4,1291512.272887179
zero,5,1133183.1612673146
