scenario,wealth_quintile,value
zero,1,4597.75746758657
zero,2,4701.493178084503
zero,3,4256.145041636478
zero,4,3772.641241557029
zero,5,3313.5809134914616
baseline,1,4597.75746758657
baseline,2,4701.493178084503
baseline,3,4256.145041636478
baseline,4,3772.641241557029
baseline,5,3313.5809134914616
intervention,1,4405.329397340481
intervention,2,4329.628688044232
intervention,3,3790.873760506917
intervention,4,3226.926628147454
intervention,5,2782.450283075527
