sex,age_start,age_end,wealth_quintile,vehicle_name,value
Female,0,5,1,salt,2.676992127220621
Female,0,5,2,salt,2.5495163116386865
Female,0,5,3,salt,2.422040496056752
Female,0,5,4,salt,2.358302588265785
Female,0,5,5,salt,2.422040496056752
Female,5,15,1,salt,3.4384960636103106
Female,5,15,2,salt,3.2747581558193435
Female,5,15,3,salt,3.111020248028376
Female,5,15,4,salt,3.029151294132893
Female,5,15,5,salt,3.111020248028376
Female,15,125,1,salt,4.2
Female,15,125,2,salt,4.0
Female,15,125,3,salt,3.8
Female,15,125,4,salt,3.7
Female,15,125,5,salt,3.8
Male,0,5,1,salt,2.8889342852549054
Male,0,5,2,salt,2.7513659859570527
Male,0,5,3,salt,2.6137976866592
Male,0,5,4,salt,2.545013537010274
Male,0,5,5,salt,2.6137976866592
Male,5,15,1,salt,3.7107278227939275
Male,5,15,2,salt,3.5340264978989784
Male,5,15,3,salt,3.357325173004029
Male,5,15,4,salt,3.2689745105565553
Male,5,15,5,salt,3.357325173004029
Male,15,125,1,salt,4.532521360332949
Male,15,125,2,salt,4.316687009840904
Male,15,125,3,salt,4.100852659348859
Male,15,125,4,salt,3.9929354841028366
Male,15,125,5,salt,4.100852659348859
