vehicle_name,wealth_quintile,sex,value
bouillon,1,Female,0.965732087227414
bouillon,2,Female,0.9785932721712538
bouillon,3,Female,0.9808467741935484
bouillon,4,Female,0.9888438133874239
bouillon,5,Female,0.9837728194726166
bouillon,1,Male,0.965732087227414
bouillon,2,Male,0.9785932721712538
bouillon,3,Male,0.9808467741935484
bouillon,4,Male,0.9888438133874239
bouillon,5,Male,0.9837728194726166
