scenario,wealth_quintile,value
baseline,1,0.0
baseline,2,0.0
baseline,3,0.0
baseline,4,0.0
baseline,5,0.0
intervention_100_nrv,1,0.0
intervention_100_nrv,2,0.0
intervention_100_nrv,3,0.0
intervention_100_nrv,4,0.0
intervention_100_nrv,5,0.0
intervention_25_nrv,1,0.0
intervention_25_nrv,2,0.0
intervention_25_nrv,3,0.0
intervention_25_nrv,4,0.0
intervention_25_nrv,5,0.0
zero,1,0.0
zero,2,0.0
zero,3,0.0
zero,4,0.0
zero,5,0.0
