sex,age_start,age_end,wealth_quintile,value,vehicle_name
female,0.0,5.0,lowest,0.20352663698237292,rice
female,0.0,5.0,second,0.1933851858288593,rice
female,0.0,5.0,middle,0.20557793535839813,rice
female,0.0,5.0,fourth,0.21418658474542632,rice
female,0.0,5.0,highest,0.21286626741005257,rice
female,5.0,15.0,lowest,0.20685513225441052,rice
female,5.0,15.0,second,0.21697154957588852,rice
female,5.0,15.0,middle,0.22733833879727386,rice
female,5.0,15.0,fourth,0.22460634934228177,rice
female,5.0,15.0,highest,0.22335886852042786,rice
female,15.0,30.0,lowest,0.18995548884114194,rice
female,15.0,30.0,second,0.18744078159750877,rice
female,15.0,30.0,middle,0.1965713187730855,rice
female,15.0,30.0,fourth,0.20413559419596644,rice
female,15.0,30.0,highest,0.21066183832570595,rice
female,30.0,50.0,lowest,0.1847838324402749,rice
female,30.0,50.0,second,0.18983086072971936,rice
female,30.0,50.0,middle,0.1978472696356001,rice
female,30.0,50.0,fourth,0.20255437960737782,rice
female,30.0,50.0,highest,0.20889472547368443,rice
female,50.0,100.0,lowest,0.18538827954921264,rice
female,50.0,100.0,second,0.18752710809148332,rice
female,50.0,100.0,middle,0.19591185620241564,rice
female,50.0,100.0,fourth,0.20256538229330265,rice
female,50.0,100.0,highest,0.20600020087557452,rice
male,0.0,5.0,lowest,0.20059847936746755,rice
male,0.0,5.0,second,0.19556624510921408,rice
male,0.0,5.0,middle,0.20518933646705267,rice
male,0.0,5.0,fourth,0.21714398481351824,rice
male,0.0,5.0,highest,0.20444729001774833,rice
male,5.0,15.0,lowest,0.20697791889515374,rice
male,5.0,15.0,second,0.2161820635396267,rice
male,5.0,15.0,middle,0.2234153664578682,rice
male,5.0,15.0,fourth,0.22398608548026616,rice
male,5.0,15.0,highest,0.2241205463692146,rice
male,15.0,30.0,lowest,0.18717176172372194,rice
male,15.0,30.0,second,0.18765428848039475,rice
male,15.0,30.0,middle,0.1977460294821056,rice
male,15.0,30.0,fourth,0.2027564178778838,rice
male,15.0,30.0,highest,0.2091809161479101,rice
male,30.0,50.0,lowest,0.18787476402769693,rice
male,30.0,50.0,second,0.1912384040160844,rice
male,30.0,50.0,middle,0.1994914601207465,rice
male,30.0,50.0,fourth,0.20546397111366196,rice
male,30.0,50.0,highest,0.2121366336010837,rice
male,50.0,100.0,lowest,0.18406347932436934,rice
male,50.0,100.0,second,0.18878236879100657,rice
male,50.0,100.0,middle,0.19820439151176106,rice
male,50.0,100.0,fourth,0.20248595687081128,rice
male,50.0,100.0,highest,0.20332059025889984,rice
