vehicle_name,wealth_quintile,sex,value
salt,1,Female,0.8530881249999999
salt,1,Male,0.8530881249999999
salt,2,Female,0.854802875
salt,2,Male,0.854802875
salt,3,Female,0.8530881249999999
salt,3,Male,0.8530881249999999
salt,4,Female,0.8522307499999999
salt,4,Male,0.8522307499999999
salt,5,Female,0.8445143749999999
salt,5,Male,0.8445143749999999
