sex,age_start,age_end,pregnant,wealth_quintile,value
Female,15.0,20.0,not_pregnant,2,12910895.306164294
Female,15.0,20.0,not_pregnant,3,13494199.222067593
Female,15.0,20.0,not_pregnant,4,13431845.14007165
Female,15.0,20.0,not_pregnant,5,12638358.324420793
Female,15.0,20.0,pregnant,1,109656.26542110821
Female,15.0,20.0,pregnant,2,110357.14835788767
Female,15.0,20.0,pregnant,3,106666.1061924631
Female,15.0,20.0,pregnant,4,90404.51994666176
Female,15.0,20.0,pregnant,5,78836.50334094946
Female,20.0,25.0,not_pregnant,1,10437171.275724046
Female,20.0,25.0,not_pregnant,2,11870557.355777908
Female,20.0,25.0,not_pregnant,3,12406859.635781217
Female,20.0,25.0,not_pregnant,4,12349529.939493902
Female,20.0,25.0,not_pregnant,5,11619980.939763427
Female,20.0,25.0,pregnant,1,1118027.202673071
Female,20.0,25.0,pregnant,2,1125173.2256221436
Female,20.0,25.0,pregnant,3,1087540.304864625
Female,20.0,25.0,pregnant,4,921741.3355891273
Female,20.0,25.0,pregnant,5,803796.8004867075
Female,25.0,30.0,not_pregnant,1,9827652.103046143
Female,25.0,30.0,not_pregnant,2,11177330.033203628
Female,25.0,30.0,not_pregnant,3,11682312.85764016
Female,25.0,30.0,not_pregnant,4,11628331.151735276
Female,25.0,30.0,not_pregnant,5,10941387.000674669
Female,25.0,30.0,pregnant,1,1402239.8661217059
Female,25.0,30.0,pregnant,2,1411202.4729701371
Female,25.0,30.0,pregnant,3,1364002.9221554308
Female,25.0,30.0,pregnant,4,1156056.3499037584
Female,25.0,30.0,pregnant,5,1008129.2433750584
Female,30.0,35.0,not_pregnant,1,9244934.12343443
Female,30.0,35.0,not_pregnant,2,10023849.014071668
Female,30.0,35.0,not_pregnant,3,10660868.837252371
Female,30.0,35.0,not_pregnant,4,11435629.148173107
Female,30.0,35.0,not_pregnant,5,12198530.778618628
Female,30.0,35.0,pregnant,1,1193119.7623756584
Female,30.0,35.0,pregnant,2,684630.5500996502
Female,30.0,35.0,pregnant,3,489901.6459152051
Female,30.0,35.0,pregnant,4,638383.4121997571
Female,30.0,35.0,pregnant,5,768100.8672552771
Female,35.0,40.0,not_pregnant,1,8925496.72705126
Female,35.0,40.0,not_pregnant,2,9677498.00842453
Female,35.0,40.0,not_pregnant,3,10292507.079441462
Female,35.0,40.0,not_pregnant,4,11040497.333027316
Female,35.0,40.0,not_pregnant,5,11777038.65551691
Female,35.0,40.0,pregnant,1,467288.1909613339
Female,35.0,40.0,pregnant,2,268137.1823025763
Female,35.0,40.0,pregnant,3,191871.14411119625
Female,35.0,40.0,pregnant,4,250024.38081536387
Female,35.0,40.0,pregnant,5,300828.5304242085
Female,40.0,45.0,not_pregnant,1,8001201.994669329
Female,40.0,45.0,not_pregnant,2,8675328.52639296
Female,40.0,45.0,not_pregnant,3,9226649.305083796
Female,40.0,45.0,not_pregnant,4,9897180.177706905
Female,40.0,45.0,not_pregnant,5,10557447.73243011
Female,40.0,45.0,pregnant,1,151476.42908393676
Female,40.0,45.0,pregnant,2,86919.51490634536
Female,40.0,45.0,pregnant,3,62197.06878194648
Female,40.0,45.0,pregnant,4,81048.0579702205
Female,40.0,45.0,pregnant,5,97516.7625389406
Female,45.0,50.0,not_pregnant,1,6877975.734710428
Female,45.0,50.0,not_pregnant,2,7457466.907462812
Female,45.0,50.0,not_pregnant,3,7931392.067757923
Female,45.0,50.0,not_pregnant,4,8507792.347909398
Female,45.0,50.0,not_pregnant,5,9075370.097206112
Female,45.0,50.0,pregnant,1,36438.475929402506
Female,45.0,50.0,pregnant,2,20908.960363431706
Female,45.0,50.0,pregnant,3,14961.841967072649
Female,45.0,50.0,pregnant,4,19496.54957759944
Female,45.0,50.0,pregnant,5,23458.185712309358
Female,50.0,55.0,not_pregnant,1,6572552.14400801
Female,50.0,55.0,not_pregnant,2,6531897.155659598
Female,50.0,55.0,not_pregnant,3,6661194.010704032
Female,50.0,55.0,not_pregnant,4,6953179.331140235
Female,50.0,55.0,not_pregnant,5,8110463.955959467
Female,55.0,60.0,not_pregnant,1,5649815.987666609
Female,55.0,60.0,not_pregnant,2,5614868.6493851375
Female,55.0,60.0,not_pregnant,3,5726013.2128331475
Female,55.0,60.0,not_pregnant,4,5977006.0228435425
Female,55.0,60.0,not_pregnant,5,6971816.71925549
Female,60.0,65.0,not_pregnant,1,4872498.479989587
Female,60.0,65.0,not_pregnant,2,4842359.294389937
Female,60.0,65.0,not_pregnant,3,4938212.277503322
Female,60.0,65.0,not_pregnant,4,5154672.793727861
Female,60.0,65.0,not_pregnant,5,6012614.648245942
Female,65.0,70.0,not_pregnant,1,3840869.5839455957
Female,65.0,70.0,not_pregnant,2,3817111.612192502
Female,65.0,70.0,not_pregnant,3,3892670.1390720084
Female,65.0,70.0,not_pregnant,4,4063300.590021635
Female,65.0,70.0,not_pregnant,5,4739594.854113313
Female,70.0,75.0,not_pregnant,1,2852425.6528231646
Female,70.0,75.0,not_pregnant,2,2834781.7712472747
Female,70.0,75.0,not_pregnant,3,2890895.3870965354
Female,70.0,75.0,not_pregnant,4,3017614.2628104873
Female,70.0,75.0,not_pregnant,5,3519864.87705045
Female,75.0,80.0,not_pregnant,1,1827315.8994694054
Female,75.0,80.0,not_pregnant,2,1816012.9071196946
Female,75.0,80.0,not_pregnant,3,1851960.3129062706
Female,75.0,80.0,not_pregnant,4,1933138.7359532698
Female,75.0,80.0,not_pregnant,5,2254889.640139187
Female,80.0,85.0,not_pregnant,1,1062819.5664190317
Female,80.0,85.0,not_pregnant,2,1056245.4204643858
Female,80.0,85.0,not_pregnant,3,1077153.467202813
Female,80.0,85.0,not_pregnant,4,1124369.176544829
Female,80.0,85.0,not_pregnant,5,1311508.7710621774
Female,85.0,90.0,not_pregnant,1,509630.5038169013
Female,85.0,90.0,not_pregnant,2,506478.1481199502
Female,85.0,90.0,not_pregnant,3,516503.7241723683
Female,85.0,90.0,not_pregnant,4,539144.0353788305
Female,85.0,90.0,not_pregnant,5,628878.9714407482
Female,90.0,95.0,not_pregnant,1,157345.8294961601
Female,90.0,95.0,not_pregnant,2,156372.55568643165
Female,90.0,95.0,not_pregnant,3,159467.90136988254
Female,90.0,95.0,not_pregnant,4,166457.98245834085
Female,90.0,95.0,not_pregnant,5,194163.18817836605
Female,95.0,125.0,not_pregnant,1,38209.68408539376
Female,95.0,125.0,not_pregnant,2,37973.33536920983
Female,95.0,125.0,not_pregnant,3,38725.00563005162
Female,95.0,125.0,not_pregnant,4,40422.469051716675
Female,95.0,125.0,not_pregnant,5,47150.370016570916
Male,0.0,0.01917808,not_pregnant,1,51583.65358328073
Male,0.0,0.01917808,not_pregnant,2,45844.77298635414
Male,0.0,0.01917808,not_pregnant,3,42574.24103805705
Male,0.0,0.01917808,not_pregnant,4,39107.15692090077
Male,0.0,0.01917808,not_pregnant,5,33518.39505610574
Male,0.01917808,0.07671233,not_pregnant,1,153219.57967164842
Male,0.01917808,0.07671233,not_pregnant,2,136173.30993762802
Male,0.01917808,0.07671233,not_pregnant,3,126458.80746230904
Male,0.01917808,0.07671233,not_pregnant,4,116160.48359001333
Male,0.01917808,0.07671233,not_pregnant,5,99560.11342766449
Male,0.07671233,0.5,not_pregnant,1,1130833.0098438417
Male,0.07671233,0.5,not_pregnant,2,1005023.471981631
Male,0.07671233,0.5,not_pregnant,3,933325.8462810355
Male,0.07671233,0.5,not_pregnant,4,857319.3423746045
Male,0.07671233,0.5,not_pregnant,5,734800.7543753423
Male,0.5,1.0,not_pregnant,1,1333394.3934649918
Male,0.5,1.0,not_pregnant,2,1185049.119698126
Male,0.5,1.0,not_pregnant,3,1100508.598417157
Male,0.5,1.0,not_pregnant,4,1010887.3676134109
Male,0.5,1.0,not_pregnant,5,866422.5377832107
Male,1.0,2.0,not_pregnant,1,2717816.6181572597
Male,1.0,2.0,not_pregnant,2,2415449.0274094283
Male,1.0,2.0,not_pregnant,3,2243132.693419137
Male,1.0,2.0,not_pregnant,4,2060460.5060963968
Male,1.0,2.0,not_pregnant,5,1766002.3043999854
Male,2.0,5.0,not_pregnant,1,8543038.033378182
Male,2.0,5.0,not_pregnant,2,7592592.072248149
Male,2.0,5.0,not_pregnant,3,7050942.2106583435
Male,2.0,5.0,not_pregnant,4,6476740.318774754
Male,2.0,5.0,not_pregnant,5,5551156.304192418
Male,5.0,10.0,not_pregnant,1,16598917.811861861
Male,5.0,10.0,not_pregnant,2,13811630.747792926
Male,5.0,10.0,not_pregnant,3,12101184.925217357
Male,5.0,10.0,not_pregnant,4,11201880.767724685
Male,5.0,10.0,not_pregnant,5,9737020.537620045
Male,10.0,15.0,not_pregnant,1,17769124.649284936
Male,10.0,15.0,not_pregnant,2,14785336.679723024
Male,10.0,15.0,not_pregnant,3,12954306.164861714
Male,10.0,15.0,not_pregnant,4,11991601.978165401
Male,10.0,15.0,not_pregnant,5,10423470.590472847
Male,15.0,20.0,not_pregnant,1,11775169.92009172
Male,15.0,20.0,not_pregnant,2,14324250.18239922
Male,15.0,20.0,not_pregnant,3,14897445.679416532
Male,15.0,20.0,not_pregnant,4,14500768.147396179
Male,15.0,20.0,not_pregnant,5,14107143.76388642
Male,20.0,25.0,not_pregnant,1,11492649.427979719
Male,20.0,25.0,not_pregnant,2,13980569.858622175
Male,20.0,25.0,not_pregnant,3,14540012.73253573
Male,20.0,25.0,not_pregnant,4,14152852.64547088
Male,20.0,25.0,not_pregnant,5,13768672.453025125
Male,25.0,30.0,not_pregnant,1,10909636.168678626
Male,25.0,30.0,not_pregnant,2,13271346.310889304
Male,25.0,30.0,not_pregnant,3,13802409.078426424
Male,25.0,30.0,not_pregnant,4,13434889.324571554
Male,25.0,30.0,not_pregnant,5,13070198.297575448
Male,30.0,35.0,not_pregnant,1,10157357.27117081
Male,30.0,35.0,not_pregnant,2,11150077.117890574
Male,30.0,35.0,not_pregnant,3,12330883.863145836
Male,30.0,35.0,not_pregnant,4,13330285.118972452
Male,30.0,35.0,not_pregnant,5,13649599.698678195
Male,35.0,40.0,not_pregnant,1,9482155.653635522
Male,35.0,40.0,not_pregnant,2,10408885.29952155
Male,35.0,40.0,not_pregnant,3,11511198.928594338
Male,35.0,40.0,not_pregnant,4,12444165.842644261
Male,35.0,40.0,not_pregnant,5,12742254.259386154
Male,40.0,45.0,not_pregnant,1,8295544.527498866
Male,40.0,45.0,not_pregnant,2,9106301.840837557
Male,40.0,45.0,not_pregnant,3,10070670.295360468
Male,40.0,45.0,not_pregnant,4,10886884.33580569
Male,40.0,45.0,not_pregnant,5,11147669.522691535
Male,45.0,50.0,not_pregnant,1,7012024.371248905
Male,45.0,50.0,not_pregnant,2,7697338.03829678
Male,45.0,50.0,not_pregnant,3,8512495.510306288
Male,45.0,50.0,not_pregnant,4,9202421.61760223
Male,45.0,50.0,not_pregnant,5,9422857.0670224
Male,50.0,55.0,not_pregnant,1,6290089.769882879
Male,50.0,55.0,not_pregnant,2,6568529.400747099
Male,50.0,55.0,not_pregnant,3,6784737.805101185
Male,50.0,55.0,not_pregnant,4,7155733.993569414
Male,50.0,55.0,not_pregnant,5,8823576.091961993
Male,55.0,60.0,not_pregnant,1,5167746.028913871
Male,55.0,60.0,not_pregnant,2,5396503.542611105
Male,55.0,60.0,not_pregnant,3,5574133.77745582
Male,55.0,60.0,not_pregnant,4,5878932.937696513
Male,55.0,60.0,not_pregnant,5,7249181.168825353
Male,60.0,65.0,not_pregnant,1,4357215.374175937
Male,60.0,65.0,not_pregnant,2,4550093.613559798
Male,60.0,65.0,not_pregnant,3,4699863.587907114
Male,60.0,65.0,not_pregnant,4,4956856.787574047
Male,60.0,65.0,not_pregnant,5,6112189.620439056
Male,65.0,70.0,not_pregnant,1,3381251.233698319
Male,65.0,70.0,not_pregnant,2,3530927.053887397
Male,65.0,70.0,not_pregnant,3,3647150.344921892
Male,65.0,70.0,not_pregnant,4,3846580.1409737426
Male,65.0,70.0,not_pregnant,5,4743132.2346824
Male,70.0,75.0,not_pregnant,1,2441161.6298422557
Male,70.0,75.0,not_pregnant,2,2549223.0674305833
Male,70.0,75.0,not_pregnant,3,2633132.78574426
Male,70.0,75.0,not_pregnant,4,2777115.0965282335
Male,70.0,75.0,not_pregnant,5,3424398.7258853014
Male,75.0,80.0,not_pregnant,1,1517267.91551737
Male,75.0,80.0,not_pregnant,2,1584431.9042320568
Male,75.0,80.0,not_pregnant,3,1636584.7489438055
Male,75.0,80.0,not_pregnant,4,1726074.825259928
Male,75.0,80.0,not_pregnant,5,2128384.394219759
Male,80.0,85.0,not_pregnant,1,793939.0384186446
Male,80.0,85.0,not_pregnant,2,829083.8616045461
Male,80.0,85.0,not_pregnant,3,856373.8207197255
Male,80.0,85.0,not_pregnant,4,903201.1901063683
Male,80.0,85.0,not_pregnant,5,1113717.2558980007
Male,85.0,90.0,not_pregnant,1,319847.60623462056
Male,85.0,90.0,not_pregnant,2,334006.10836589144
Male,85.0,90.0,not_pregnant,3,345000.18684654706
Male,85.0,90.0,not_pregnant,4,363865.1390403757
Male,85.0,90.0,not_pregnant,5,448673.9926917801
Male,90.0,95.0,not_pregnant,1,90353.57269052831
Male,90.0,95.0,not_pregnant,2,94353.20009611343
Male,90.0,95.0,not_pregnant,3,97458.9112216756
Male,90.0,95.0,not_pregnant,4,102788.06109218647
Male,90.0,95.0,not_pregnant,5,126745.66707023964
Male,95.0,125.0,not_pregnant,1,18328.880607047355
Male,95.0,125.0,not_pregnant,2,19140.234170682685
Male,95.0,125.0,not_pregnant,3,19770.250303142435
Male,95.0,125.0,not_pregnant,4,20851.307186728125
Male,95.0,125.0,not_pregnant,5,25711.282133224653
