sex,age_start,age_end,wealth_quintile,value,vehicle_name
Female,0,5,1,0.18145339857230522,rice
Female,0,5,2,0.18660093815818463,rice
Female,0,5,3,0.18372919690258332,rice
Female,0,5,4,0.19170010207528826,rice
Female,0,5,5,0.20240451202200896,rice
Female,5,15,1,0.19954260957315814,rice
Female,5,15,2,0.20942104879090698,rice
Female,5,15,3,0.20430691041005844,rice
Female,5,15,4,0.2011653531241539,rice
Female,5,15,5,0.21067513459043985,rice
Female,15,30,1,0.17242906646697329,rice
Female,15,30,2,0.17774135627394658,rice
Female,15,30,3,0.17781480225862129,rice
Female,15,30,4,0.18736711938449063,rice
Female,15,30,5,0.1994799333541099,rice
Female,30,50,1,0.17251662625377573,rice
Female,30,50,2,0.17749025038784783,rice
Female,30,50,3,0.17824310868389964,rice
Female,30,50,4,0.18455574316070858,rice
Female,30,50,5,0.1983668401749104,rice
Female,50,125,1,0.17298097235584492,rice
Female,50,125,2,0.17782296292225072,rice
Female,50,125,3,0.1797915828166758,rice
Female,50,125,4,0.1866372254037975,rice
Female,50,125,5,0.19623935134781173,rice
Male,0,5,1,0.18332884446916026,rice
Male,0,5,2,0.18333666250847616,rice
Male,0,5,3,0.1820023428608261,rice
Male,0,5,4,0.1870183607338098,rice
Male,0,5,5,0.2048080109670078,rice
Male,5,15,1,0.1961786056217156,rice
Male,5,15,2,0.2039263441495613,rice
Male,5,15,3,0.20227707632922928,rice
Male,5,15,4,0.19898245725642616,rice
Male,5,15,5,0.2110453392492758,rice
Male,15,30,1,0.17285142910007853,rice
Male,15,30,2,0.1756420542418392,rice
Male,15,30,3,0.1769454918280399,rice
Male,15,30,4,0.18330940274471838,rice
Male,15,30,5,0.19813410763802872,rice
Male,30,50,1,0.17337150865566306,rice
Male,30,50,2,0.1784130259488397,rice
Male,30,50,3,0.18000524304879856,rice
Male,30,50,4,0.18600476716977785,rice
Male,30,50,5,0.19868689785736743,rice
Male,50,125,1,0.17252246355256712,rice
Male,50,125,2,0.17876027446754378,rice
Male,50,125,3,0.1793404148171063,rice
Male,50,125,4,0.18518524578412407,rice
Male,50,125,5,0.19795690970660149,rice
