sex,age_start,age_end,wealth_quintile,value,vehicle_name
Female,0,5,1,0.7506370543246635,rice
Female,0,5,2,0.7650425222715864,rice
Female,0,5,3,0.758215305833478,rice
Female,0,5,4,0.7267266918193257,rice
Female,0,5,5,0.6481098163151499,rice
Female,5,15,1,0.8095080743567229,rice
Female,5,15,2,0.8065553398863168,rice
Female,5,15,3,0.7870852383957118,rice
Female,5,15,4,0.7510700775829937,rice
Female,5,15,5,0.6598917830874247,rice
Female,15,30,1,0.7656293588608996,rice
Female,15,30,2,0.7831910217472444,rice
Female,15,30,3,0.7613781238214681,rice
Female,15,30,4,0.7335748950287475,rice
Female,15,30,5,0.6559275445242778,rice
Female,30,50,1,0.7873414554000114,rice
Female,30,50,2,0.7930495319575938,rice
Female,30,50,3,0.7719018183662538,rice
Female,30,50,4,0.7366597872256937,rice
Female,30,50,5,0.6448447190752487,rice
Female,50,125,1,0.8012220009898279,rice
Female,50,125,2,0.7995938193083213,rice
Female,50,125,3,0.7752841129955679,rice
Female,50,125,4,0.7344512040152473,rice
Female,50,125,5,0.6395763514292329,rice
Male,0,5,1,0.7560006812354549,rice
Male,0,5,2,0.7728275968084901,rice
Male,0,5,3,0.7530437092894038,rice
Male,0,5,4,0.7275531303865448,rice
Male,0,5,5,0.6459236971161229,rice
Male,5,15,1,0.8111129278445772,rice
Male,5,15,2,0.8075779919733579,rice
Male,5,15,3,0.7824519929931982,rice
Male,5,15,4,0.7512950970451696,rice
Male,5,15,5,0.6558881485258935,rice
Male,15,30,1,0.783776818065424,rice
Male,15,30,2,0.7845830240271046,rice
Male,15,30,3,0.7594895428726022,rice
Male,15,30,4,0.7362876220320752,rice
Male,15,30,5,0.6538318928068747,rice
Male,30,50,1,0.7771009472181268,rice
Male,30,50,2,0.7838460050129328,rice
Male,30,50,3,0.7587741139708689,rice
Male,30,50,4,0.7322927556246006,rice
Male,30,50,5,0.6436861282492343,rice
Male,50,125,1,0.7951434921216287,rice
Male,50,125,2,0.7920956624126864,rice
Male,50,125,3,0.768972099634586,rice
Male,50,125,4,0.7312804181984931,rice
Male,50,125,5,0.638959928996153,rice
