sex,age_start,age_end,wealth_quintile,value,vehicle_name
Female,0,5,1,0.6242368726974186,rice
Female,0,5,2,0.5840661293795665,rice
Female,0,5,3,0.5546227823612908,rice
Female,0,5,4,0.5598089913852811,rice
Female,0,5,5,0.3464730729120803,rice
Female,5,15,1,0.733094293889014,rice
Female,5,15,2,0.6887941688042911,rice
Female,5,15,3,0.6461299464537508,rice
Female,5,15,4,0.6170762218531776,rice
Female,5,15,5,0.3683632076733781,rice
Female,15,30,1,0.6640807371521815,rice
Female,15,30,2,0.6083189988843868,rice
Female,15,30,3,0.5770044770980615,rice
Female,15,30,4,0.5664486211986368,rice
Female,15,30,5,0.33841010177566955,rice
Female,30,50,1,0.6933554323886842,rice
Female,30,50,2,0.6378177763291656,rice
Female,30,50,3,0.6025165451666346,rice
Female,30,50,4,0.5757365900045424,rice
Female,30,50,5,0.30871702451716704,rice
Female,50,125,1,0.6958442665936576,rice
Female,50,125,2,0.6571611490385482,rice
Female,50,125,3,0.6177495299118623,rice
Female,50,125,4,0.5621880515998475,rice
Female,50,125,5,0.29578358510111297,rice
Male,0,5,1,0.6175307902557668,rice
Male,0,5,2,0.5948238973435045,rice
Male,0,5,3,0.5510353397628251,rice
Male,0,5,4,0.5575444323079826,rice
Male,0,5,5,0.3371166883306591,rice
Male,5,15,1,0.7323545857212002,rice
Male,5,15,2,0.6808693123497928,rice
Male,5,15,3,0.6300312772610945,rice
Male,5,15,4,0.6066586343601922,rice
Male,5,15,5,0.3429424231040063,rice
Male,15,30,1,0.6863030048036757,rice
Male,15,30,2,0.5901047993762271,rice
Male,15,30,3,0.5852519522757745,rice
Male,15,30,4,0.5769418868919309,rice
Male,15,30,5,0.3399935815898418,rice
Male,30,50,1,0.680789101329401,rice
Male,30,50,2,0.6038958221233744,rice
Male,30,50,3,0.5764497614421232,rice
Male,30,50,4,0.5654413233979593,rice
Male,30,50,5,0.3055075459014924,rice
Male,50,125,1,0.7017813035139809,rice
Male,50,125,2,0.6528684042552801,rice
Male,50,125,3,0.6111471786907319,rice
Male,50,125,4,0.5651478484603698,rice
Male,50,125,5,0.2944683055729367,rice
