scenario,wealth_quintile,value
zero,1,7596.119667815998
zero,2,7767.505147873048
zero,3,7031.729552455706
zero,4,6232.915619546114
zero,5,5474.485621592494
baseline,1,7596.119667815998
baseline,2,7767.505147873048
baseline,3,7031.729552455706
baseline,4,6232.915619546114
baseline,5,5474.485621592494
intervention,1,7278.202365883279
intervention,2,7153.134514695639
intervention,3,6263.038216652528
intervention,4,5331.32097538342
intervention,5,4596.985697700297
