sex,age_start,age_end,pregnant,wealth_quintile,value
Female,0,5,not_pregnant,1,100.84434586293476
Female,0,5,not_pregnant,2,104.9294130104181
Female,0,5,not_pregnant,3,108.14413520709758
Female,0,5,not_pregnant,4,106.09268395073528
Female,0,5,not_pregnant,5,110.22985297016967
Male,0,5,not_pregnant,1,99.54953585261298
Male,0,5,not_pregnant,2,105.37134057507504
Male,0,5,not_pregnant,3,107.2099856037999
Male,0,5,not_pregnant,4,106.62369043297845
Male,0,5,not_pregnant,5,108.24703036359719
Female,5,15,not_pregnant,1,112.8983056945765
Female,5,15,not_pregnant,2,116.61161686251366
Female,5,15,not_pregnant,3,118.67273223540474
Female,5,15,not_pregnant,4,118.14286429261219
Female,5,15,not_pregnant,5,121.10681933992949
Male,5,15,not_pregnant,1,112.2509006894156
Male,5,15,not_pregnant,2,116.83258064484212
Male,5,15,not_pregnant,3,118.2056574337559
Male,5,15,not_pregnant,4,118.40836753373378
Male,5,15,not_pregnant,5,120.11540803664325
Female,15,125,not_pregnant,1,124.95226552621824
Female,15,125,pregnant,1,113.49209546338841
Female,15,125,not_pregnant,2,128.2938207146092
Female,15,125,pregnant,2,116.92674134246569
Female,15,125,not_pregnant,3,129.2013292637119
Female,15,125,pregnant,3,118.84139497595949
Female,15,125,not_pregnant,4,130.1930446344891
Female,15,125,pregnant,4,116.35776385024464
Female,15,125,not_pregnant,5,131.9837857096893
Female,15,125,pregnant,5,122.54957029764098
Male,15,125,not_pregnant,1,124.95226552621824
Male,15,125,not_pregnant,2,128.2938207146092
Male,15,125,not_pregnant,3,129.2013292637119
Male,15,125,not_pregnant,4,130.1930446344891
Male,15,125,not_pregnant,5,131.9837857096893
