sex,age_start,age_end,pregnant,wealth_quintile,value
Female,0,5,not_pregnant,lowest,97.09326449258317
Female,0,5,not_pregnant,second,99.64718030778388
Female,0,5,not_pregnant,middle,102.65848950589111
Female,0,5,not_pregnant,fourth,103.79278371900119
Female,0,5,not_pregnant,highest,107.77853951368871
Male,0,5,not_pregnant,lowest,94.49133010123128
Male,0,5,not_pregnant,second,97.89984726125083
Male,0,5,not_pregnant,middle,101.7775780980025
Male,0,5,not_pregnant,fourth,101.92583729029053
Male,0,5,not_pregnant,highest,107.67854363094504
Female,5,15,not_pregnant,lowest,105.26911540762842
Female,5,15,not_pregnant,second,107.5336552459063
Female,5,15,not_pregnant,middle,109.37283713664749
Female,5,15,not_pregnant,fourth,110.18566154217027
Female,5,15,not_pregnant,highest,113.2858925821564
Male,5,15,not_pregnant,lowest,103.96814821195247
Male,5,15,not_pregnant,second,106.65998872263978
Male,5,15,not_pregnant,middle,108.93238143270318
Male,5,15,not_pregnant,fourth,109.25218832781493
Male,5,15,not_pregnant,highest,113.23589464078455
Female,15,100,not_pregnant,lowest,113.44496632267365
Female,15,100,pregnant,lowest,103.53913860655344
Female,15,100,not_pregnant,second,115.42013018402872
Female,15,100,pregnant,second,102.46240828541617
Female,15,100,not_pregnant,middle,116.08718476740387
Female,15,100,pregnant,middle,104.68926721643795
Female,15,100,not_pregnant,fourth,116.57853936533932
Female,15,100,pregnant,fourth,107.3256940042726
Female,15,100,not_pregnant,highest,118.79324565062407
Female,15,100,pregnant,highest,108.47699290220905
Male,15,100,not_pregnant,lowest,113.44496632267365
Male,15,100,not_pregnant,second,115.42013018402872
Male,15,100,not_pregnant,middle,116.08718476740387
Male,15,100,not_pregnant,fourth,116.57853936533932
Male,15,100,not_pregnant,highest,118.79324565062407
