vehicle_name,wealth_quintile,sex,value
bouillon,1,Female,0.7822429906542054
bouillon,2,Female,0.7926605504587156
bouillon,3,Female,0.7944858870967743
bouillon,4,Female,0.8009634888438135
bouillon,5,Female,0.7968559837728194
bouillon,1,Male,0.7822429906542054
bouillon,2,Male,0.7926605504587156
bouillon,3,Male,0.7944858870967743
bouillon,4,Male,0.8009634888438135
bouillon,5,Male,0.7968559837728194
