vehicle_name,wealth_quintile,sex,value
salt,1,Female,0.8754249999999999
salt,1,Male,0.8754249999999999
salt,2,Female,0.8754249999999999
salt,2,Male,0.8754249999999999
salt,3,Female,0.8754249999999999
salt,3,Male,0.8754249999999999
salt,4,Female,0.8754249999999999
salt,4,Male,0.8754249999999999
salt,5,Female,0.8754249999999999
salt,5,Male,0.8754249999999999
