sex,age_start,age_end,wealth_quintile,vehicle_name,value
Female,0,5,1,rice,0.32194499298872226
Female,0,5,2,rice,0.337672621958406
Female,0,5,3,rice,0.32011517038607906
Female,0,5,4,rice,0.275489484646115
Female,0,5,5,rice,0.15699405704608593
Female,5,15,1,rice,0.39390065853508816
Female,5,15,2,rice,0.38792566255189426
Female,5,15,3,rice,0.3566927974768284
Female,5,15,4,rice,0.3054968140111353
Female,5,15,5,rice,0.1734175607729418
Female,15,30,1,rice,0.3445696181245674
Female,15,30,2,rice,0.3624417146958711
Female,15,30,3,rice,0.3260580920301655
Female,15,30,4,rice,0.28460033508122
Female,15,30,5,rice,0.16874958030047282
Female,30,50,1,rice,0.3719619338323435
Female,30,50,2,rice,0.37387258323004735
Female,30,50,3,rice,0.3381926814844209
Female,30,50,4,rice,0.28826505752267045
Female,30,50,5,rice,0.1535593908388228
Female,50,125,1,rice,0.3908416456715027
Female,50,125,2,rice,0.3827964613428847
Female,50,125,3,rice,0.3447495306028245
Female,50,125,4,rice,0.2879629269777072
Female,50,125,5,rice,0.14842377282697194
Male,0,5,1,rice,0.32872101072922816
Male,0,5,2,rice,0.34628082152575007
Male,0,5,3,rice,0.3173541965213764
Male,0,5,4,rice,0.27493253918592314
Male,0,5,5,rice,0.1563730203099123
Male,5,15,1,rice,0.3964970281420058
Male,5,15,2,rice,0.38994745895075433
Male,5,15,3,rice,0.3510349468829892
Male,5,15,4,rice,0.3060769561167093
Male,5,15,5,rice,0.16934320094727856
Male,15,30,1,rice,0.3663958079160923
Male,15,30,2,rice,0.3641883565471957
Male,15,30,3,rice,0.3223622247749364
Male,15,30,4,rice,0.2884446094897173
Male,15,30,5,rice,0.16766560434109723
Male,30,50,1,rice,0.35909750044056166
Male,30,50,2,rice,0.3613423002304881
Male,30,50,3,rice,0.3211053097759349
Male,30,50,4,rice,0.2815491959604977
Male,30,50,5,rice,0.15192700667718018
Male,50,125,1,rice,0.3850991365900702
Male,50,125,2,rice,0.3763717850322745
Male,50,125,3,rice,0.3386104275510617
Male,50,125,4,rice,0.285597399582609
Male,50,125,5,rice,0.1479416967146694
